NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2022-06-15;2022-06-21;Si;;;1639.3875;867.8334;658;13493.6231;5962;4269;16.1735;123;1;27;242;416;242;403;2362;1626;9;16
CATALUNYA;GLOBAL;2022-06-14;2022-06-20;--;;;0.0000;0.0000;600;0.0000;2141;2340;12.6533;89;6;1;285;315;292;255;2041;2282;41;24
CATALUNYA;GLOBAL;2022-06-14;2022-06-20;Si;;;1585.3127;811.1209;615;13014.8639;5917;3951;15.5252;118;1;26;236;379;235;368;2393;1491;10;17
CATALUNYA;GLOBAL;2022-06-14;2022-06-20;No;515.041;1.23234;417.9376;232.1061;18062;980.0453;36863;39402;31.1606;1472;115;68;3426;14636;3528;10900;24026;22276;899;3222
CATALUNYA;GLOBAL;2022-06-13;2022-06-19;No;450.432;1.20943;372.4339;209.8747;16332;943.4727;36910;36509;29.2825;1422;119;60;3167;13165;3284;9800;24055;20627;917;3270
CATALUNYA;GLOBAL;2022-06-13;2022-06-19;--;;;0.0000;0.0000;578;0.0000;2057;2409;11.9510;83;9;1;268;310;275;242;1974;2352;39;26
CATALUNYA;GLOBAL;2022-06-13;2022-06-19;Si;;;1528.6002;820.3532;622;12649.5298;5800;3791;16.2451;129;1;23;235;387;237;386;2316;1519;8;20
CATALUNYA;GLOBAL;2022-06-12;2022-06-18;--;;;0.0000;0.0000;579;0.0000;2045;2530;11.7170;82;10;0;260;319;268;252;1963;2475;38;26
CATALUNYA;GLOBAL;2022-06-12;2022-06-18;Si;;;1487.7144;808.4831;613;12434.5497;5785;3643;15.9222;120;0;20;237;376;237;369;2325;1481;8;20
CATALUNYA;GLOBAL;2022-06-12;2022-06-18;No;438.674;1.20501;364.0425;203.0383;15800;938.2297;37027;35984;28.6354;1371;108;65;3080;12720;3190;9537;24108;20337;883;3247
CATALUNYA;GLOBAL;2022-06-11;2022-06-17;No;450.627;1.2654;356.1137;197.5254;15371;930.1081;36882;35497;28.0975;1294;102;57;3032;12339;3144;9247;24084;20016;949;3283
CATALUNYA;GLOBAL;2022-06-11;2022-06-17;--;;;0.0000;0.0000;617;0.0000;2155;2964;11.2673;75;11;0;264;353;272;289;2075;2904;40;25
CATALUNYA;GLOBAL;2022-06-11;2022-06-17;Si;;;1510.1357;808.4831;613;12265.7311;5692;3608;16.2017;116;1;14;232;381;230;374;2278;1450;8;20
CATALUNYA;GLOBAL;2022-06-10;2022-06-16;Si;;;1428.3641;750.4517;569;11976.8929;5622;3459;15.4505;111;2;12;218;351;211;348;2216;1402;6;14
CATALUNYA;GLOBAL;2022-06-10;2022-06-16;No;435.295;1.25958;345.5891;190.8303;14850;926.0602;36894;35170;27.1762;1250;97;53;2954;11896;3075;8848;24103;19770;925;3220
CATALUNYA;GLOBAL;2022-06-10;2022-06-16;--;;;0.0000;0.0000;661;0.0000;2287;3524;10.7086;67;11;0;285;376;292;314;2206;3453;34;23
CATALUNYA;GLOBAL;2022-06-09;2022-06-15;--;;;0.0000;0.0000;689;0.0000;2554;4212;9.6378;69;11;0;282;407;287;349;2469;4130;29;20
CATALUNYA;GLOBAL;2022-06-09;2022-06-15;Si;;;1365.0571;753.0895;571;11953.1528;5827;3236;15.4538;111;3;11;232;339;231;336;2316;1353;6;18
CATALUNYA;GLOBAL;2022-06-09;2022-06-15;No;431.659;1.28018;337.1849;184.8419;14384;928.6946;37379;34890;26.4216;1236;98;50;2900;11484;3003;8641;24484;19586;923;3252
CATALUNYA;GLOBAL;2022-06-08;2022-06-14;No;415.82;1.26335;329.1405;181.3337;14111;946.9423;38492;35197;25.5863;1216;103;49;2846;11265;2991;8497;25164;19735;918;3338
CATALUNYA;GLOBAL;2022-06-08;2022-06-14;--;;;0.0000;0.0000;732;0.0000;2723;4847;9.2237;67;10;0;277;455;281;401;2642;4752;30;20
CATALUNYA;GLOBAL;2022-06-08;2022-06-14;Si;;;1321.5336;771.5540;585;12162.8572;6067;3155;15.5973;109;4;11;245;340;244;337;2454;1271;7;18
CATALUNYA;GLOBAL;2022-06-07;2022-06-13;--;;;0.0000;0.0000;758;0.0000;2894;5366;8.8184;60;10;0;289;469;294;418;2815;5259;25;18
CATALUNYA;GLOBAL;2022-06-07;2022-06-13;Si;;;1304.3879;774.1918;587;12777.4627;6226;3462;15.1818;108;4;13;237;350;247;346;2531;1375;5;15
CATALUNYA;GLOBAL;2022-06-07;2022-06-13;No;403.638;1.25948;320.4792;185.8314;14461;993.7568;39776;37556;25.1797;1192;91;49;2907;11554;3006;8800;25973;20914;906;3260
CATALUNYA;GLOBAL;2022-06-06;2022-06-12;No;381.832;1.21269;314.8635;162.5591;12650;885.7738;35907;33022;24.3034;1126;78;55;2606;10044;2715;7472;23662;18254;808;2968
CATALUNYA;GLOBAL;2022-06-06;2022-06-12;--;;;0.0000;0.0000;719;0.0000;2845;5838;8.0499;53;5;0;266;453;270;414;2774;5723;24;14
CATALUNYA;GLOBAL;2022-06-06;2022-06-12;Si;;;1264.8210;708.2470;537;10776.6977;5035;3136;15.8256;92;4;12;189;348;196;334;2086;1263;5;10
CATALUNYA;GLOBAL;2022-06-05;2022-06-11;No;372.019;1.19061;312.4605;161.0042;12529;883.1138;35760;32962;24.2199;1131;83;52;2624;9905;2736;7440;23666;18349;809;2926
CATALUNYA;GLOBAL;2022-06-05;2022-06-11;--;;;0.0000;0.0000;761;0.0000;2955;6389;7.9926;45;6;0;269;492;275;456;2884;6262;24;14
CATALUNYA;GLOBAL;2022-06-05;2022-06-11;Si;;;1218.6597;679.2313;515;10603.9223;4976;3064;15.5011;99;5;15;186;329;190;322;2045;1258;5;11
CATALUNYA;GLOBAL;2022-06-04;2022-06-10;--;;;0.0000;0.0000;771;0.0000;2947;6520;7.9935;41;5;0;257;514;264;477;2876;6394;22;15
CATALUNYA;GLOBAL;2022-06-04;2022-06-10;Si;;;1187.0062;701.6525;532;10684.3750;5061;3040;15.8602;111;5;18;193;339;195;336;2088;1260;5;12
CATALUNYA;GLOBAL;2022-06-04;2022-06-10;No;339.362;1.09697;309.3635;158.5883;12341;882.4455;35774;32896;23.8415;1110;85;54;2598;9743;2695;7312;23657;18316;777;2902
CATALUNYA;GLOBAL;2022-06-03;2022-06-09;No;327.765;1.07656;304.4546;154.7588;12043;864.4548;34711;32559;23.7870;1093;88;52;2521;9522;2594;7167;22938;18097;782;2873
CATALUNYA;GLOBAL;2022-06-03;2022-06-09;--;;;0.0000;0.0000;707;0.0000;2953;6338;7.5171;38;3;1;213;494;219;464;2872;6214;25;15
CATALUNYA;GLOBAL;2022-06-03;2022-06-09;Si;;;1241.0809;677.9124;514;10279.4740;4871;2923;15.9532;110;4;17;188;326;193;325;2044;1203;6;13
CATALUNYA;GLOBAL;2022-06-02;2022-06-08;--;;;0.0000;0.0000;697;0.0000;2721;6382;7.5591;32;5;1;197;500;204;468;2638;6252;24;19
CATALUNYA;GLOBAL;2022-06-02;2022-06-08;Si;;;1196.2385;611.9676;464;9453.8452;4472;2696;15.6250;97;3;15;154;310;161;309;1908;1100;7;11
CATALUNYA;GLOBAL;2022-06-02;2022-06-08;No;312.063;1.04655;298.1835;152.3429;11855;857.2071;33974;32732;23.5875;1052;83;51;2478;9377;2549;7045;22443;18231;791;2917
CATALUNYA;GLOBAL;2022-06-01;2022-06-07;No;310.632;1.06357;292.0667;147.8067;11502;836.3250;32871;32210;23.2543;1022;74;52;2409;9093;2424;6804;21788;17895;779;2821
CATALUNYA;GLOBAL;2022-06-01;2022-06-07;--;;;0.0000;0.0000;664;0.0000;2718;6397;7.1701;28;4;1;196;468;204;435;2640;6272;23;21
CATALUNYA;GLOBAL;2022-06-01;2022-06-07;Si;;;1156.6716;549.9795;417;8856.3854;4235;2480;15.0748;101;3;15;135;282;143;280;1792;1014;6;12
CATALUNYA;GLOBAL;2022-05-31;2022-06-06;Si;;;1167.2228;530.1961;402;8158.6895;3904;2282;15.4255;99;4;14;147;255;150;256;1702;930;7;14
CATALUNYA;GLOBAL;2022-05-31;2022-06-06;No;301.046;1.08302;277.9697;134.6478;10478;787.6729;31837;29458;22.3403;1051;87;53;2222;8256;2314;6077;21089;16471;747;2939
CATALUNYA;GLOBAL;2022-05-31;2022-06-06;--;;;0.0000;0.0000;644;0.0000;2659;6596;6.8478;32;6;1;184;460;191;429;2579;6475;23;21
